Blue Seal;CR6D;600mm Gas Static Oven Range;7;1121;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;CR6D_UK_HR.png;600;800;1085;58;
Blue Seal;CR9D;900mm Gas Static Oven Range;7;1180;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;CR9D_UK_HR.png;900;800;1085;58;
Blue Seal;CS9;900mm Gas Salamander;7;826;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;CS9_UK_HR.png;900;389;450;58;
Blue Seal;CF2;400mm Single Tank Twin Basket Gas Fryer;7;826;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;CF2_AU_HR.png;400;800;1085;58;
Blue Seal;E22M3;Half Size Sheet Pan Manual Electric Convection Oven;7;826;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E22M3_UK_HR.png;E22M3_SK23_UK_HR.png;610;608;552;58;
Blue Seal;E23M3;Half Size Sheet Pan Manual Electric Convection Oven;7;944;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E23M3_UK_HR.png;E23M3_SK23_UK_HR.png;610;642;607;58;
Blue Seal;E27M2;Full Size Sheet Pan Manual Electric Convection Oven;7;1062;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E27M2_UK_HR.png;E27M2_SK2731U_UK_HR.png;810;762;607;58;
Blue Seal;E27M3;Full Size Sheet Pan Manual Electric Convection Oven;7;1180;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E27M3_UK_HR.png;E27M3_SK2731U_UK_HR.png;810;762;607;58;
Blue Seal;E28M4;Full Size Sheet Pan Manual Electric Convection Oven;7;1652;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E28M4_UK_HR.png;E28M4_SK2731U_UK_HR.png;810;762;662;58;
Blue Seal;E31D4;Half Size Sheet Digital Electric Convection Oven;7;1180;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E31D4_UK_HR.png;E31D4_SK2731U_UK_HR.png;810;616;625;58;
Blue Seal;E32D4;Full Size Sheet Pan Digital Electric Convection Oven;7;2183;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E32D4_UK_HR.png;E32D4_SK32_UK_HR.png;E32D4_P8M_UK_HR.png;E32D4_P12M_UK_HR.png;735;810;730;58;
Blue Seal;E33D5;Digital Electric Convection Oven;7;1770;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E33D5_UK.png;610;680;730;58;
Blue Seal;G32D4;Full Size Tray Digital Gas Convection Oven;7;2537;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G32D4_UK_HR.png;G32D4_SK32_UK_HR.png;G32D4_P8M_UK_HR.png;735;810;910;58;
Blue Seal;P8M;Full Size Tray Manual Electric Prover and Holding Cabinet;7;2135.8;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;P8M_UK_HR.png;E32D4_P8M_UK_HR.png;G32D4_P8M_UK_HR.png;735;810;914;58;
Blue Seal;P10M;Full Size Sheet Pan Manual Electric Prover and Holding Cabinet;7;0;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;P10_UK_HR.png;610;680;1015;58;
